X,Y,Z
371674.8633,6309551.952,1820
373674.8633,6309551.952,1476
375674.8633,6309551.952,1765
377674.8633,6309551.952,2327
379674.8633,6309551.952,2718
381674.8633,6309551.952,3275
383674.8633,6309551.952,3081
385674.8633,6309551.952,2628
387674.8633,6309551.952,3321
389674.8633,6309551.952,3649
391674.8633,6309551.952,3260
393674.8633,6309551.952,2359
395674.8633,6309551.952,2762
397674.8633,6309551.952,3493
399674.8633,6309551.952,3972
401674.8633,6309551.952,3571
403674.8633,6309551.952,3106
405674.8633,6309551.952,3895
407674.8633,6309551.952,3510
409674.8633,6309551.952,4391
411674.8633,6309551.952,3394
413674.8633,6309551.952,3408
415674.8633,6309551.952,3245
417674.8633,6309551.952,3191
419674.8633,6309551.952,3485
421674.8633,6309551.952,3735
423674.8633,6309551.952,4121
425674.8633,6309551.952,5193
427674.8633,6309551.952,6097
295674.8633,6307551.952,662
297674.8633,6307551.952,563
299674.8633,6307551.952,253
301674.8633,6307551.952,269
303674.8633,6307551.952,627
305674.8633,6307551.952,774
307674.8633,6307551.952,649
309674.8633,6307551.952,982
311674.8633,6307551.952,751
313674.8633,6307551.952,897
315674.8633,6307551.952,1076
317674.8633,6307551.952,783
319674.8633,6307551.952,704
321674.8633,6307551.952,641
323674.8633,6307551.952,941
325674.8633,6307551.952,481
327674.8633,6307551.952,478
329674.8633,6307551.952,476
331674.8633,6307551.952,478
333674.8633,6307551.952,481
335674.8633,6307551.952,485
337674.8633,6307551.952,483
339674.8633,6307551.952,489
341674.8633,6307551.952,498
343674.8633,6307551.952,500
345674.8633,6307551.952,509
347674.8633,6307551.952,591
349674.8633,6307551.952,743
351674.8633,6307551.952,1184
353674.8633,6307551.952,1029
355674.8633,6307551.952,949
357674.8633,6307551.952,820
359674.8633,6307551.952,832
361674.8633,6307551.952,870
363674.8633,6307551.952,1017
365674.8633,6307551.952,1382
367674.8633,6307551.952,1283
369674.8633,6307551.952,1321
371674.8633,6307551.952,1319
373674.8633,6307551.952,2064
375674.8633,6307551.952,2243
377674.8633,6307551.952,1888
379674.8633,6307551.952,2340
381674.8633,6307551.952,2579
383674.8633,6307551.952,2716
385674.8633,6307551.952,2550
387674.8633,6307551.952,3393
389674.8633,6307551.952,3772
391674.8633,6307551.952,3559
393674.8633,6307551.952,2412
395674.8633,6307551.952,2735
397674.8633,6307551.952,3918
399674.8633,6307551.952,4170
401674.8633,6307551.952,3466
403674.8633,6307551.952,2938
405674.8633,6307551.952,3734
407674.8633,6307551.952,3144
409674.8633,6307551.952,3383
411674.8633,6307551.952,3385
413674.8633,6307551.952,3372
415674.8633,6307551.952,2954
417674.8633,6307551.952,3924
419674.8633,6307551.952,3925
421674.8633,6307551.952,4309
423674.8633,6307551.952,4513
425674.8633,6307551.952,5146
427674.8633,6307551.952,5816
293674.8633,6305551.952,869
295674.8633,6305551.952,392
297674.8633,6305551.952,361
299674.8633,6305551.952,218
301674.8633,6305551.952,312
303674.8633,6305551.952,408
305674.8633,6305551.952,344
307674.8633,6305551.952,608
309674.8633,6305551.952,562
311674.8633,6305551.952,475
313674.8633,6305551.952,672
315674.8633,6305551.952,939
317674.8633,6305551.952,971
319674.8633,6305551.952,1270
321674.8633,6305551.952,1113
323674.8633,6305551.952,787
325674.8633,6305551.952,521
327674.8633,6305551.952,475
329674.8633,6305551.952,474
331674.8633,6305551.952,474
333674.8633,6305551.952,479
335674.8633,6305551.952,481
337674.8633,6305551.952,488
339674.8633,6305551.952,493
341674.8633,6305551.952,568
343674.8633,6305551.952,509
345674.8633,6305551.952,513
347674.8633,6305551.952,522
349674.8633,6305551.952,545
351674.8633,6305551.952,676
353674.8633,6305551.952,701
355674.8633,6305551.952,742
357674.8633,6305551.952,781
359674.8633,6305551.952,844
361674.8633,6305551.952,1133
363674.8633,6305551.952,1310
365674.8633,6305551.952,1416
367674.8633,6305551.952,1580
369674.8633,6305551.952,1411
371674.8633,6305551.952,1193
373674.8633,6305551.952,1875
375674.8633,6305551.952,1523
377674.8633,6305551.952,1587
379674.8633,6305551.952,1640
381674.8633,6305551.952,1924
383674.8633,6305551.952,2194
385674.8633,6305551.952,2753
387674.8633,6305551.952,3665
389674.8633,6305551.952,3278
391674.8633,6305551.952,3633
393674.8633,6305551.952,2480
395674.8633,6305551.952,2617
397674.8633,6305551.952,3780
399674.8633,6305551.952,3838
401674.8633,6305551.952,3380
403674.8633,6305551.952,2885
405674.8633,6305551.952,3010
407674.8633,6305551.952,2911
409674.8633,6305551.952,3075
411674.8633,6305551.952,2819
413674.8633,6305551.952,2698
415674.8633,6305551.952,3235
417674.8633,6305551.952,4209
419674.8633,6305551.952,4282
421674.8633,6305551.952,4865
423674.8633,6305551.952,5341
425674.8633,6305551.952,5294
291674.8633,6303551.952,526
293674.8633,6303551.952,535
295674.8633,6303551.952,463
297674.8633,6303551.952,257
299674.8633,6303551.952,213
301674.8633,6303551.952,254
303674.8633,6303551.952,300
305674.8633,6303551.952,648
307674.8633,6303551.952,527
309674.8633,6303551.952,252
311674.8633,6303551.952,509
313674.8633,6303551.952,809
315674.8633,6303551.952,669
317674.8633,6303551.952,1080
319674.8633,6303551.952,1215
321674.8633,6303551.952,688
323674.8633,6303551.952,513
325674.8633,6303551.952,476
327674.8633,6303551.952,473
329674.8633,6303551.952,479
331674.8633,6303551.952,477
333674.8633,6303551.952,486
335674.8633,6303551.952,482
337674.8633,6303551.952,492
339674.8633,6303551.952,503
341674.8633,6303551.952,511
343674.8633,6303551.952,516
345674.8633,6303551.952,521
347674.8633,6303551.952,524
349674.8633,6303551.952,547
351674.8633,6303551.952,661
353674.8633,6303551.952,696
355674.8633,6303551.952,730
357674.8633,6303551.952,793
359674.8633,6303551.952,920
361674.8633,6303551.952,1128
363674.8633,6303551.952,1527
365674.8633,6303551.952,1568
367674.8633,6303551.952,1955
369674.8633,6303551.952,1986
371674.8633,6303551.952,1277
373674.8633,6303551.952,1764
375674.8633,6303551.952,1929
377674.8633,6303551.952,2040
379674.8633,6303551.952,2400
381674.8633,6303551.952,2514
383674.8633,6303551.952,2647
385674.8633,6303551.952,3399
387674.8633,6303551.952,3645
389674.8633,6303551.952,3552
391674.8633,6303551.952,3177
393674.8633,6303551.952,2498
395674.8633,6303551.952,2643
397674.8633,6303551.952,3787
399674.8633,6303551.952,4034
401674.8633,6303551.952,3678
403674.8633,6303551.952,2818
405674.8633,6303551.952,2999
407674.8633,6303551.952,2967
409674.8633,6303551.952,2599
411674.8633,6303551.952,2872
413674.8633,6303551.952,3603
415674.8633,6303551.952,3941
417674.8633,6303551.952,4161
419674.8633,6303551.952,4737
421674.8633,6303551.952,5182
423674.8633,6303551.952,5494
289674.8633,6301551.952,597
291674.8633,6301551.952,440
293674.8633,6301551.952,300
295674.8633,6301551.952,255
297674.8633,6301551.952,214
299674.8633,6301551.952,206
301674.8633,6301551.952,197
303674.8633,6301551.952,198
305674.8633,6301551.952,191
307674.8633,6301551.952,198
309674.8633,6301551.952,433
311674.8633,6301551.952,554
313674.8633,6301551.952,384
315674.8633,6301551.952,788
317674.8633,6301551.952,1549
319674.8633,6301551.952,1382
321674.8633,6301551.952,841
323674.8633,6301551.952,793
325674.8633,6301551.952,468
327674.8633,6301551.952,474
329674.8633,6301551.952,487
331674.8633,6301551.952,484
333674.8633,6301551.952,476
335674.8633,6301551.952,486
337674.8633,6301551.952,491
339674.8633,6301551.952,501
341674.8633,6301551.952,509
343674.8633,6301551.952,526
345674.8633,6301551.952,545
347674.8633,6301551.952,551
349674.8633,6301551.952,627
351674.8633,6301551.952,658
353674.8633,6301551.952,672
355674.8633,6301551.952,692
357674.8633,6301551.952,751
359674.8633,6301551.952,903
361674.8633,6301551.952,1312
363674.8633,6301551.952,1768
365674.8633,6301551.952,2171
367674.8633,6301551.952,2328
369674.8633,6301551.952,1686
371674.8633,6301551.952,1823
373674.8633,6301551.952,1844
375674.8633,6301551.952,2373
377674.8633,6301551.952,2208
379674.8633,6301551.952,2474
381674.8633,6301551.952,2707
383674.8633,6301551.952,2804
385674.8633,6301551.952,3421
387674.8633,6301551.952,3237
389674.8633,6301551.952,3686
391674.8633,6301551.952,2563
393674.8633,6301551.952,2426
395674.8633,6301551.952,2594
397674.8633,6301551.952,3486
399674.8633,6301551.952,3812
401674.8633,6301551.952,3236
403674.8633,6301551.952,2875
405674.8633,6301551.952,2693
407674.8633,6301551.952,2469
409674.8633,6301551.952,3229
411674.8633,6301551.952,3095
413674.8633,6301551.952,3335
415674.8633,6301551.952,4160
417674.8633,6301551.952,4183
419674.8633,6301551.952,4370
421674.8633,6301551.952,5061
423674.8633,6301551.952,5573
425674.8633,6301551.952,5770
283674.8633,6299551.952,603
285674.8633,6299551.952,523
287674.8633,6299551.952,581
289674.8633,6299551.952,360
291674.8633,6299551.952,516
293674.8633,6299551.952,387
295674.8633,6299551.952,345
297674.8633,6299551.952,308
299674.8633,6299551.952,257
301674.8633,6299551.952,272
303674.8633,6299551.952,559
305674.8633,6299551.952,290
307674.8633,6299551.952,188
309674.8633,6299551.952,188
311674.8633,6299551.952,218
313674.8633,6299551.952,555
315674.8633,6299551.952,722
317674.8633,6299551.952,926
319674.8633,6299551.952,1212
321674.8633,6299551.952,907
323674.8633,6299551.952,519
325674.8633,6299551.952,488
327674.8633,6299551.952,467
329674.8633,6299551.952,463
331674.8633,6299551.952,472
333674.8633,6299551.952,484
335674.8633,6299551.952,487
337674.8633,6299551.952,493
339674.8633,6299551.952,505
341674.8633,6299551.952,515
343674.8633,6299551.952,534
345674.8633,6299551.952,556
347674.8633,6299551.952,583
349674.8633,6299551.952,602
351674.8633,6299551.952,623
353674.8633,6299551.952,644
355674.8633,6299551.952,678
357674.8633,6299551.952,753
359674.8633,6299551.952,940
361674.8633,6299551.952,1365
363674.8633,6299551.952,1494
365674.8633,6299551.952,2044
367674.8633,6299551.952,2241
369674.8633,6299551.952,1837
371674.8633,6299551.952,2233
373674.8633,6299551.952,2254
375674.8633,6299551.952,2402
377674.8633,6299551.952,2522
379674.8633,6299551.952,2532
381674.8633,6299551.952,2753
383674.8633,6299551.952,3006
385674.8633,6299551.952,2864
387674.8633,6299551.952,3036
389674.8633,6299551.952,3701
391674.8633,6299551.952,2802
393674.8633,6299551.952,2240
395674.8633,6299551.952,2390
397674.8633,6299551.952,3342
399674.8633,6299551.952,3869
401674.8633,6299551.952,3276
403674.8633,6299551.952,2960
405674.8633,6299551.952,2098
407674.8633,6299551.952,3239
409674.8633,6299551.952,3665
411674.8633,6299551.952,3447
413674.8633,6299551.952,3117
415674.8633,6299551.952,3448
417674.8633,6299551.952,3595
419674.8633,6299551.952,3892
421674.8633,6299551.952,4693
423674.8633,6299551.952,5386
283674.8633,6297551.952,482
285674.8633,6297551.952,220
287674.8633,6297551.952,329
289674.8633,6297551.952,263
291674.8633,6297551.952,694
293674.8633,6297551.952,389
295674.8633,6297551.952,583
297674.8633,6297551.952,440
299674.8633,6297551.952,482
301674.8633,6297551.952,606
303674.8633,6297551.952,757
305674.8633,6297551.952,611
307674.8633,6297551.952,310
309674.8633,6297551.952,180
311674.8633,6297551.952,192
313674.8633,6297551.952,235
315674.8633,6297551.952,362
317674.8633,6297551.952,884
319674.8633,6297551.952,673
321674.8633,6297551.952,665
323674.8633,6297551.952,495
325674.8633,6297551.952,469
327674.8633,6297551.952,469
329674.8633,6297551.952,525
331674.8633,6297551.952,476
333674.8633,6297551.952,468
335674.8633,6297551.952,487
337674.8633,6297551.952,486
339674.8633,6297551.952,500
341674.8633,6297551.952,512
343674.8633,6297551.952,529
345674.8633,6297551.952,551
347674.8633,6297551.952,566
349674.8633,6297551.952,579
351674.8633,6297551.952,599
353674.8633,6297551.952,620
355674.8633,6297551.952,648
357674.8633,6297551.952,698
359674.8633,6297551.952,956
361674.8633,6297551.952,1790
363674.8633,6297551.952,1699
365674.8633,6297551.952,2177
367674.8633,6297551.952,2690
369674.8633,6297551.952,2009
371674.8633,6297551.952,2421
373674.8633,6297551.952,2275
375674.8633,6297551.952,2410
377674.8633,6297551.952,2546
379674.8633,6297551.952,2793
381674.8633,6297551.952,2937
383674.8633,6297551.952,2998
385674.8633,6297551.952,2657
387674.8633,6297551.952,2687
389674.8633,6297551.952,3316
391674.8633,6297551.952,3284
393674.8633,6297551.952,2317
395674.8633,6297551.952,2074
397674.8633,6297551.952,2958
399674.8633,6297551.952,3080
401674.8633,6297551.952,3156
403674.8633,6297551.952,2667
405674.8633,6297551.952,2439
407674.8633,6297551.952,2967
409674.8633,6297551.952,3639
411674.8633,6297551.952,3729
413674.8633,6297551.952,3136
415674.8633,6297551.952,3577
417674.8633,6297551.952,3651
419674.8633,6297551.952,4019
421674.8633,6297551.952,4576
423674.8633,6297551.952,5941
283674.8633,6295551.952,322
285674.8633,6295551.952,226
287674.8633,6295551.952,187
289674.8633,6295551.952,320
291674.8633,6295551.952,221
293674.8633,6295551.952,243
295674.8633,6295551.952,525
297674.8633,6295551.952,375
299674.8633,6295551.952,259
301674.8633,6295551.952,379
303674.8633,6295551.952,227
305674.8633,6295551.952,177
307674.8633,6295551.952,181
309674.8633,6295551.952,173
311674.8633,6295551.952,181
313674.8633,6295551.952,259
315674.8633,6295551.952,522
317674.8633,6295551.952,788
319674.8633,6295551.952,687
321674.8633,6295551.952,530
323674.8633,6295551.952,571
325674.8633,6295551.952,479
327674.8633,6295551.952,500
329674.8633,6295551.952,884
331674.8633,6295551.952,486
333674.8633,6295551.952,464
335674.8633,6295551.952,475
337674.8633,6295551.952,486
339674.8633,6295551.952,495
341674.8633,6295551.952,507
343674.8633,6295551.952,539
345674.8633,6295551.952,541
347674.8633,6295551.952,547
349674.8633,6295551.952,562
351674.8633,6295551.952,584
353674.8633,6295551.952,603
355674.8633,6295551.952,639
357674.8633,6295551.952,731
359674.8633,6295551.952,1002
361674.8633,6295551.952,1594
363674.8633,6295551.952,2217
365674.8633,6295551.952,2533
367674.8633,6295551.952,3008
369674.8633,6295551.952,2537
371674.8633,6295551.952,2276
373674.8633,6295551.952,2408
375674.8633,6295551.952,2604
377674.8633,6295551.952,2586
379674.8633,6295551.952,2526
381674.8633,6295551.952,2540
383674.8633,6295551.952,2700
385674.8633,6295551.952,2443
387674.8633,6295551.952,2413
389674.8633,6295551.952,2684
391674.8633,6295551.952,2523
393674.8633,6295551.952,2129
395674.8633,6295551.952,1906
397674.8633,6295551.952,2839
399674.8633,6295551.952,2559
401674.8633,6295551.952,3241
403674.8633,6295551.952,2059
405674.8633,6295551.952,2497
407674.8633,6295551.952,3366
409674.8633,6295551.952,3882
411674.8633,6295551.952,3963
413674.8633,6295551.952,3781
415674.8633,6295551.952,4025
417674.8633,6295551.952,3728
419674.8633,6295551.952,4034
421674.8633,6295551.952,4797
283674.8633,6293551.952,544
285674.8633,6293551.952,256
287674.8633,6293551.952,193
289674.8633,6293551.952,176
291674.8633,6293551.952,225
293674.8633,6293551.952,209
295674.8633,6293551.952,341
297674.8633,6293551.952,333
299674.8633,6293551.952,194
301674.8633,6293551.952,183
303674.8633,6293551.952,169
305674.8633,6293551.952,173
307674.8633,6293551.952,175
309674.8633,6293551.952,177
311674.8633,6293551.952,176
313674.8633,6293551.952,189
315674.8633,6293551.952,300
317674.8633,6293551.952,305
319674.8633,6293551.952,529
321674.8633,6293551.952,813
323674.8633,6293551.952,1001
325674.8633,6293551.952,482
327674.8633,6293551.952,497
329674.8633,6293551.952,468
331674.8633,6293551.952,507
333674.8633,6293551.952,469
335674.8633,6293551.952,472
337674.8633,6293551.952,483
339674.8633,6293551.952,498
341674.8633,6293551.952,509
343674.8633,6293551.952,524
345674.8633,6293551.952,535
347674.8633,6293551.952,547
349674.8633,6293551.952,563
351674.8633,6293551.952,576
353674.8633,6293551.952,606
355674.8633,6293551.952,660
357674.8633,6293551.952,767
359674.8633,6293551.952,1016
361674.8633,6293551.952,1795
363674.8633,6293551.952,2005
365674.8633,6293551.952,2757
367674.8633,6293551.952,2924
369674.8633,6293551.952,2589
371674.8633,6293551.952,2316
373674.8633,6293551.952,2573
375674.8633,6293551.952,2558
377674.8633,6293551.952,2147
379674.8633,6293551.952,2125
381674.8633,6293551.952,2339
383674.8633,6293551.952,2001
385674.8633,6293551.952,1924
387674.8633,6293551.952,1726
389674.8633,6293551.952,1741
391674.8633,6293551.952,1633
393674.8633,6293551.952,1968
395674.8633,6293551.952,1569
397674.8633,6293551.952,1919
399674.8633,6293551.952,1954
401674.8633,6293551.952,1893
403674.8633,6293551.952,2295
405674.8633,6293551.952,3215
407674.8633,6293551.952,3966
409674.8633,6293551.952,3805
411674.8633,6293551.952,4451
413674.8633,6293551.952,3910
415674.8633,6293551.952,3873
417674.8633,6293551.952,4681
419674.8633,6293551.952,4526
421674.8633,6293551.952,4618
281674.8633,6291551.952,596
283674.8633,6291551.952,323
285674.8633,6291551.952,281
287674.8633,6291551.952,290
289674.8633,6291551.952,170
291674.8633,6291551.952,166
293674.8633,6291551.952,167
295674.8633,6291551.952,175
297674.8633,6291551.952,164
299674.8633,6291551.952,166
301674.8633,6291551.952,163
303674.8633,6291551.952,165
305674.8633,6291551.952,169
307674.8633,6291551.952,176
309674.8633,6291551.952,245
311674.8633,6291551.952,194
313674.8633,6291551.952,199
315674.8633,6291551.952,217
317674.8633,6291551.952,387
319674.8633,6291551.952,555
321674.8633,6291551.952,768
323674.8633,6291551.952,812
325674.8633,6291551.952,479
327674.8633,6291551.952,461
329674.8633,6291551.952,452
331674.8633,6291551.952,449
333674.8633,6291551.952,457
335674.8633,6291551.952,476
337674.8633,6291551.952,492
339674.8633,6291551.952,512
341674.8633,6291551.952,519
343674.8633,6291551.952,535
345674.8633,6291551.952,552
347674.8633,6291551.952,566
349674.8633,6291551.952,576
351674.8633,6291551.952,589
353674.8633,6291551.952,613
355674.8633,6291551.952,680
357674.8633,6291551.952,800
359674.8633,6291551.952,1048
361674.8633,6291551.952,1620
363674.8633,6291551.952,2150
365674.8633,6291551.952,2976
367674.8633,6291551.952,2308
369674.8633,6291551.952,1719
371674.8633,6291551.952,2265
373674.8633,6291551.952,2482
375674.8633,6291551.952,2491
377674.8633,6291551.952,1978
379674.8633,6291551.952,1847
381674.8633,6291551.952,1809
383674.8633,6291551.952,1568
385674.8633,6291551.952,1683
387674.8633,6291551.952,1340
389674.8633,6291551.952,1681
391674.8633,6291551.952,2125
393674.8633,6291551.952,2248
395674.8633,6291551.952,2093
397674.8633,6291551.952,1895
399674.8633,6291551.952,2857
401674.8633,6291551.952,3215
403674.8633,6291551.952,2829
405674.8633,6291551.952,3170
407674.8633,6291551.952,4234
409674.8633,6291551.952,3947
411674.8633,6291551.952,4906
413674.8633,6291551.952,4940
415674.8633,6291551.952,4029
417674.8633,6291551.952,4193
419674.8633,6291551.952,5159
421674.8633,6291551.952,5145
283674.8633,6289551.952,609
285674.8633,6289551.952,601
287674.8633,6289551.952,369
289674.8633,6289551.952,187
291674.8633,6289551.952,170
293674.8633,6289551.952,159
295674.8633,6289551.952,154
297674.8633,6289551.952,152
299674.8633,6289551.952,158
301674.8633,6289551.952,161
303674.8633,6289551.952,200
305674.8633,6289551.952,167
307674.8633,6289551.952,206
309674.8633,6289551.952,221
311674.8633,6289551.952,301
313674.8633,6289551.952,258
315674.8633,6289551.952,241
317674.8633,6289551.952,271
319674.8633,6289551.952,541
321674.8633,6289551.952,726
323674.8633,6289551.952,841
325674.8633,6289551.952,473
327674.8633,6289551.952,465
329674.8633,6289551.952,451
331674.8633,6289551.952,444
333674.8633,6289551.952,458
335674.8633,6289551.952,477
337674.8633,6289551.952,495
339674.8633,6289551.952,513
341674.8633,6289551.952,535
343674.8633,6289551.952,550
345674.8633,6289551.952,563
347674.8633,6289551.952,582
349674.8633,6289551.952,594
351674.8633,6289551.952,607
353674.8633,6289551.952,612
355674.8633,6289551.952,666
357674.8633,6289551.952,834
359674.8633,6289551.952,1125
361674.8633,6289551.952,1879
363674.8633,6289551.952,2547
365674.8633,6289551.952,2246
367674.8633,6289551.952,2156
369674.8633,6289551.952,1445
371674.8633,6289551.952,2171
373674.8633,6289551.952,2351
375674.8633,6289551.952,2226
377674.8633,6289551.952,1848
379674.8633,6289551.952,1690
381674.8633,6289551.952,1266
383674.8633,6289551.952,1203
385674.8633,6289551.952,1450
387674.8633,6289551.952,1756
389674.8633,6289551.952,2505
391674.8633,6289551.952,2899
393674.8633,6289551.952,3505
395674.8633,6289551.952,3013
397674.8633,6289551.952,2549
399674.8633,6289551.952,3010
401674.8633,6289551.952,3796
403674.8633,6289551.952,3315
405674.8633,6289551.952,3575
407674.8633,6289551.952,4281
409674.8633,6289551.952,4310
411674.8633,6289551.952,4322
413674.8633,6289551.952,4746
415674.8633,6289551.952,4601
417674.8633,6289551.952,4469
419674.8633,6289551.952,4977
281674.8633,6287551.952,1098
283674.8633,6287551.952,860
285674.8633,6287551.952,583
287674.8633,6287551.952,251
289674.8633,6287551.952,208
291674.8633,6287551.952,168
293674.8633,6287551.952,154
295674.8633,6287551.952,151
297674.8633,6287551.952,187
299674.8633,6287551.952,223
301674.8633,6287551.952,191
303674.8633,6287551.952,264
305674.8633,6287551.952,201
307674.8633,6287551.952,261
309674.8633,6287551.952,368
311674.8633,6287551.952,428
313674.8633,6287551.952,532
315674.8633,6287551.952,409
317674.8633,6287551.952,466
319674.8633,6287551.952,386
321674.8633,6287551.952,490
323674.8633,6287551.952,400
325674.8633,6287551.952,406
327674.8633,6287551.952,526
329674.8633,6287551.952,429
331674.8633,6287551.952,433
333674.8633,6287551.952,464
335674.8633,6287551.952,491
337674.8633,6287551.952,501
339674.8633,6287551.952,523
341674.8633,6287551.952,542
343674.8633,6287551.952,564
345674.8633,6287551.952,580
347674.8633,6287551.952,597
349674.8633,6287551.952,608
351674.8633,6287551.952,626
353674.8633,6287551.952,634
355674.8633,6287551.952,654
357674.8633,6287551.952,977
359674.8633,6287551.952,1276
361674.8633,6287551.952,2101
363674.8633,6287551.952,2010
365674.8633,6287551.952,1950
367674.8633,6287551.952,2061
369674.8633,6287551.952,1232
371674.8633,6287551.952,1439
373674.8633,6287551.952,1464
375674.8633,6287551.952,1739
377674.8633,6287551.952,1630
379674.8633,6287551.952,1270
381674.8633,6287551.952,1362
383674.8633,6287551.952,1376
385674.8633,6287551.952,2098
387674.8633,6287551.952,2807
389674.8633,6287551.952,3566
391674.8633,6287551.952,3869
393674.8633,6287551.952,3369
395674.8633,6287551.952,3487
397674.8633,6287551.952,3073
399674.8633,6287551.952,3350
401674.8633,6287551.952,4034
403674.8633,6287551.952,4089
405674.8633,6287551.952,3830
407674.8633,6287551.952,4070
409674.8633,6287551.952,3687
411674.8633,6287551.952,3869
413674.8633,6287551.952,3862
415674.8633,6287551.952,4620
417674.8633,6287551.952,4336
283674.8633,6285551.952,908
285674.8633,6285551.952,448
287674.8633,6285551.952,423
289674.8633,6285551.952,220
291674.8633,6285551.952,159
293674.8633,6285551.952,145
295674.8633,6285551.952,222
297674.8633,6285551.952,343
299674.8633,6285551.952,318
301674.8633,6285551.952,364
303674.8633,6285551.952,394
305674.8633,6285551.952,430
307674.8633,6285551.952,420
309674.8633,6285551.952,678
311674.8633,6285551.952,609
313674.8633,6285551.952,455
315674.8633,6285551.952,407
317674.8633,6285551.952,489
319674.8633,6285551.952,668
321674.8633,6285551.952,405
323674.8633,6285551.952,401
325674.8633,6285551.952,401
327674.8633,6285551.952,408
329674.8633,6285551.952,428
331674.8633,6285551.952,442
333674.8633,6285551.952,470
335674.8633,6285551.952,489
337674.8633,6285551.952,509
339674.8633,6285551.952,530
341674.8633,6285551.952,551
343674.8633,6285551.952,571
345674.8633,6285551.952,593
347674.8633,6285551.952,608
349674.8633,6285551.952,627
351674.8633,6285551.952,642
353674.8633,6285551.952,655
355674.8633,6285551.952,674
357674.8633,6285551.952,784
359674.8633,6285551.952,1141
361674.8633,6285551.952,1786
363674.8633,6285551.952,1283
365674.8633,6285551.952,1051
367674.8633,6285551.952,1723
369674.8633,6285551.952,1197
371674.8633,6285551.952,1492
373674.8633,6285551.952,1385
375674.8633,6285551.952,1257
377674.8633,6285551.952,1084
379674.8633,6285551.952,1583
381674.8633,6285551.952,1794
383674.8633,6285551.952,1982
385674.8633,6285551.952,1905
387674.8633,6285551.952,2218
389674.8633,6285551.952,2859
391674.8633,6285551.952,3287
393674.8633,6285551.952,3561
395674.8633,6285551.952,3879
397674.8633,6285551.952,3478
399674.8633,6285551.952,3727
401674.8633,6285551.952,4135
403674.8633,6285551.952,3304
405674.8633,6285551.952,3699
407674.8633,6285551.952,3445
409674.8633,6285551.952,3656
411674.8633,6285551.952,3622
413674.8633,6285551.952,3753
415674.8633,6285551.952,4313
417674.8633,6285551.952,3732
257674.8633,6283551.952,126
259674.8633,6283551.952,145
261674.8633,6283551.952,203
285674.8633,6283551.952,279
287674.8633,6283551.952,220
289674.8633,6283551.952,175
291674.8633,6283551.952,140
293674.8633,6283551.952,147
295674.8633,6283551.952,151
297674.8633,6283551.952,163
299674.8633,6283551.952,164
301674.8633,6283551.952,173
303674.8633,6283551.952,182
305674.8633,6283551.952,187
307674.8633,6283551.952,206
309674.8633,6283551.952,282
311674.8633,6283551.952,238
313674.8633,6283551.952,236
315674.8633,6283551.952,251
317674.8633,6283551.952,359
319674.8633,6283551.952,682
321674.8633,6283551.952,412
323674.8633,6283551.952,386
325674.8633,6283551.952,393
327674.8633,6283551.952,403
329674.8633,6283551.952,421
331674.8633,6283551.952,442
333674.8633,6283551.952,464
335674.8633,6283551.952,488
337674.8633,6283551.952,609
339674.8633,6283551.952,592
341674.8633,6283551.952,559
343674.8633,6283551.952,580
345674.8633,6283551.952,600
347674.8633,6283551.952,621
349674.8633,6283551.952,638
351674.8633,6283551.952,658
353674.8633,6283551.952,675
355674.8633,6283551.952,691
357674.8633,6283551.952,807
359674.8633,6283551.952,900
361674.8633,6283551.952,1087
363674.8633,6283551.952,1016
365674.8633,6283551.952,813
367674.8633,6283551.952,856
369674.8633,6283551.952,898
371674.8633,6283551.952,1101
373674.8633,6283551.952,963
375674.8633,6283551.952,1407
377674.8633,6283551.952,1774
379674.8633,6283551.952,2206
381674.8633,6283551.952,1813
383674.8633,6283551.952,2174
385674.8633,6283551.952,2622
387674.8633,6283551.952,2771
389674.8633,6283551.952,3374
391674.8633,6283551.952,3185
393674.8633,6283551.952,3893
395674.8633,6283551.952,3329
397674.8633,6283551.952,3140
399674.8633,6283551.952,3969
401674.8633,6283551.952,4217
403674.8633,6283551.952,3452
405674.8633,6283551.952,3776
407674.8633,6283551.952,2956
409674.8633,6283551.952,3538
411674.8633,6283551.952,3247
413674.8633,6283551.952,3796
415674.8633,6283551.952,3666
417674.8633,6283551.952,3500
257674.8633,6281551.952,36
259674.8633,6281551.952,166
261674.8633,6281551.952,150
263674.8633,6281551.952,165
265674.8633,6281551.952,185
267674.8633,6281551.952,229
269674.8633,6281551.952,354
281674.8633,6281551.952,398
283674.8633,6281551.952,702
285674.8633,6281551.952,606
287674.8633,6281551.952,421
289674.8633,6281551.952,162
291674.8633,6281551.952,146
293674.8633,6281551.952,158
295674.8633,6281551.952,164
297674.8633,6281551.952,167
299674.8633,6281551.952,165
301674.8633,6281551.952,175
303674.8633,6281551.952,183
305674.8633,6281551.952,186
307674.8633,6281551.952,194
309674.8633,6281551.952,203
311674.8633,6281551.952,211
313674.8633,6281551.952,243
315674.8633,6281551.952,296
317674.8633,6281551.952,517
319674.8633,6281551.952,653
321674.8633,6281551.952,413
323674.8633,6281551.952,378
325674.8633,6281551.952,391
327674.8633,6281551.952,408
329674.8633,6281551.952,424
331674.8633,6281551.952,445
333674.8633,6281551.952,460
335674.8633,6281551.952,472
337674.8633,6281551.952,612
339674.8633,6281551.952,726
341674.8633,6281551.952,569
343674.8633,6281551.952,585
